# Frequency(Hz) Omega_GW(Taiji) Omega_GW(TianQin)
7.393819919175866062e-02 1.927226797919508958e-07 6.346028413174138846e-08
7.479522515621821188e-02 2.037870362740728578e-07 6.572958523387806252e-08
7.566218500481054765e-02 2.155473336774918463e-07 6.808094815591736073e-08
7.653919388230147336e-02 2.280521331522036569e-07 7.051739411406232548e-08
7.742636826811269413e-02 2.413529663189289611e-07 7.304205877205718914e-08
7.832382599179196769e-02 2.555043428524642872e-07 7.565819676787379868e-08
7.923168624866253062e-02 2.705637243810215368e-07 7.836918643072659500e-08
8.015006961565404597e-02 2.865914609413417308e-07 8.117853469707689998e-08
8.107909806731686264e-02 3.036506867636196800e-07 8.408988223471561168e-08
8.201889499202202893e-02 3.218071729624554862e-07 8.710700878447300254e-08
8.296958520834907258e-02 3.411291358227451479e-07 9.023383872958048071e-08
8.393129498166364277e-02 3.616870008343858732e-07 9.347444690321866461e-08
8.490415204088747059e-02 3.835531244855701801e-07 9.683306464532024143e-08
8.588828559546249353e-02 4.068014781040596696e-07 1.003140861202597808e-07
8.688382635251183650e-02 4.315073007628824245e-07 1.039220749076625593e-07
8.789090653419955046e-02 4.577467314517504438e-07 1.076617708791890320e-07
8.890965989529157898e-02 4.855964343509407208e-07 1.115380973748238818e-07
8.994022174092043687e-02 5.151332351000942175e-07 1.155561686928973889e-07
9.098272894455558535e-02 5.464337903715366430e-07 1.197212979088126808e-07
9.203731996618221001e-02 5.795743177428541787e-07 1.240390050382398134e-07
9.310413487069074678e-02 6.146304176824061871e-07 1.285150255613691744e-07
9.418331534647951531e-02 6.516770242335360102e-07 1.331553193256963403e-07
9.527500472427290201e-02 6.907885254760075322e-07 1.379660798457447439e-07
9.637934799615785475e-02 7.320390987683631669e-07 1.429537440191173966e-07
9.749649183484086767e-02 7.755033087861801530e-07 1.481250022793145326e-07
9.862658461312820424e-02 8.212570180647383235e-07 1.534868092068588909e-07
9.976977642363200893e-02 8.693786596729480619e-07 1.590463946214475660e-07
1.009262190987048335e-01 9.199509192856590299e-07 1.648112751790867707e-07
1.020960662306047567e-01 9.730628687499846043e-07 1.707892664994847877e-07
1.032794731918952463e-01 1.028812584713620721e-06 1.769884958503828487e-07
1.044765971560805279e-01 1.087310273472634906e-06 1.834174154169714538e-07
1.056875971184805113e-01 1.148681906431622915e-06 1.900848161861270119e-07
1.069126339173477186e-01 1.213073349079338262e-06 1.969998424768638657e-07
1.081518702552289185e-01 1.280654939953657023e-06 2.041720071501744507e-07
1.094054707205743548e-01 1.351626444707268599e-06 2.116112075333088689e-07
1.106736018095974550e-01 1.426222274388634081e-06 2.193277420955464091e-07
1.119564319483879467e-01 1.504716817090291473e-06 2.273323279146413523e-07
1.132541315152812700e-01 1.587429689306434978e-06 2.356361189753745169e-07
1.145668728634872680e-01 1.674730669326705908e-06 2.442507253440575466e-07
1.158948303439811811e-01 1.767044032006860160e-06 2.531882332653808241e-07
1.172381803286599716e-01 1.864851965171109821e-06 2.624612262307234462e-07
1.185971012337670577e-01 1.968696716243392209e-06 2.720828070699345903e-07
1.199717735435885529e-01 2.079181097637163034e-06 2.820666211216776680e-07
1.213623798344241750e-01 2.196966975673130357e-06 2.924268805407143776e-07
1.227691047988360429e-01 2.322771385469653387e-06 3.031783898039986691e-07
1.241921352701784581e-01 2.457359958670629213e-06 3.143365724811821062e-07
1.256316602474121524e-01 2.601537427207680115e-06 3.259174993391076052e-07
1.270878709202059587e-01 2.756135079133117632e-06 3.379379178541001484e-07
1.285609606943296512e-01 2.921995195396649197e-06 3.504152832103999920e-07
1.300511252173409960e-01 3.099952691011803387e-06 3.633677908678934440e-07
1.315585624045705337e-01 3.290814419630501052e-06 3.768144107874632444e-07
1.330834724654076096e-01 3.495336873110152449e-06 3.907749234077830108e-07
1.346260579298911020e-01 3.714203309140789990e-06 4.052699574732529031e-07
1.361865236756082675e-01 3.948001657501074745e-06 4.203210298190706111e-07
1.377650769549055021e-01 4.197204870698696627e-06 4.359505872261436037e-07
1.393619274224143501e-01 4.462155673492768890e-06 4.521820504657450777e-07
1.409772871628967583e-01 4.743057898180899040e-06 4.690398606614993716e-07
1.426113707194129887e-01 5.039976733402660204e-06 4.865495281045228145e-07
1.442643951218158804e-01 5.352850224366261166e-06 5.047376836663578727e-07
1.459365799155757648e-01 5.681514200633199897e-06 5.236321329637867402e-07
1.476281471909391130e-01 6.025742433624461324e-06 5.432619134397281149e-07
1.493393216124253298e-01 6.385303204474439947e-06 5.636573545352727200e-07
1.510703304486655518e-01 6.760032568250450756e-06 5.848501411395469654e-07
1.528214036025870859e-01 7.149923423078494423e-06 6.068733805165868254e-07
1.545927736419478449e-01 7.555228044744322343e-06 6.297616729217968127e-07
1.563846758302247786e-01 7.976570070075017532e-06 6.535511861349623519e-07
1.581973481578601570e-01 8.415060082094589811e-06 6.782797341522495110e-07
1.600310313738701751e-01 8.872407082795555393e-06 7.039868602962178352e-07
1.618859690178199306e-01 9.351016394128966577e-06 7.307139250207679313e-07
1.637624074521689121e-01 9.854063104807055757e-06 7.585041987071186725e-07
1.656605958949915192e-01 1.038552931578050154e-05 7.874029597676140894e-07
1.675807864530768909e-01 1.095019339058760513e-05 8.174575983964002335e-07
1.695232341554121502e-01 1.155356045254513253e-05 8.487177263299742334e-07
1.714881969870540868e-01 1.220172573091569466e-05 8.812352930064692606e-07
1.734759359233932485e-01 1.290116622757998360e-05 9.150647085403345144e-07
1.754867149648152158e-01 1.365846164076415792e-05 9.502629739591302124e-07
1.775208011717636092e-01 1.447995248550488137e-05 9.868898191815484329e-07
1.795784647002096890e-01 1.537135164470927769e-05 1.025007849250739881e-06
1.816599788375328484e-01 1.633733469324541828e-05 1.064682699374790664e-06
1.837656200388172456e-01 1.738114352730858039e-05 1.105983199367032947e-06
1.858956679635688225e-01 1.850424610762073399e-05 1.148981548122954998e-06
1.880504055128583429e-01 1.970610125809467309e-05 1.193753498818234451e-06
1.902301188668945875e-01 2.098408005411485792e-05 1.240378555564024674e-06
1.924350975230332272e-01 2.233359293753528081e-05 1.288940182311533131e-06
1.946656343342263173e-01 2.374846297612595643e-05 1.339526024858515969e-06
1.969220255479173509e-01 2.522156964483639554e-05 1.392228146875884178e-06
1.992045708453871189e-01 2.674576373700664992e-05 1.447143280943827174e-06
2.015135733815558439e-01 2.831502297266195949e-05 1.504373095664036847e-06
2.038493398252464173e-01 2.992578113851205749e-05 1.564024479998402123e-06
2.062121803999144576e-01 3.157832406988189986e-05 1.626209846075568811e-06
2.086024089248504909e-01 3.327810776610679765e-05 1.691047451805659262e-06
2.110203428568596662e-01 3.503682301276238022e-05 1.758661744750916863e-06
2.134663033324245562e-01 3.687301361958251003e-05 1.829183728817053535e-06
2.159406152103567622e-01 3.881205866086299885e-05 1.902751355457373075e-06
2.184436071149428449e-01 4.088535922669559618e-05 1.979509941220349500e-06
2.209756114795903281e-01 4.312863167481179321e-05 2.059612613622478644e-06
2.235369645909796588e-01 4.557930356171315228e-05 2.143220787492905194e-06
2.261280066337279515e-01 4.827313209553665423e-05 2.230504674116076001e-06
2.287490817355704031e-01 5.124030907515510154e-05 2.321643825694808826e-06
2.314005380130653988e-01 5.450146536564405623e-05 2.416827717870526200e-06
2.340827276178294447e-01 5.806412019470406867e-05 2.516256373271520202e-06
2.367960067833078663e-01 6.192020914743131079e-05 2.620141029316334813e-06
2.395407358720879343e-01 6.604534070794445080e-05 2.728704853779590858e-06
2.423172794237600791e-01 7.040034769174739933e-05 2.842183711934530993e-06
2.451260062033339682e-01 7.493549787121457867e-05 2.960826989422852036e-06
2.479672892502160220e-01 7.959740273537243942e-05 3.084898475371124067e-06
2.508415059277541159e-01 8.433823049994220366e-05 3.214677310677609384e-06
2.537490379733571833e-01 8.912633057767875653e-05 3.350459006837501385e-06
2.566902715491952147e-01 9.395688041531356284e-05 3.492556541162395308e-06
2.596655972934872603e-01 9.886076481925280975e-05 3.641301534786309189e-06
2.626754103723838440e-01 1.039097004363792777e-04 3.797045520440600048e-06
2.657201105324506485e-01 1.092157303163442551e-04 3.960161307629626843e-06
2.688001021537607671e-01 1.149237177209003278e-04 4.131044453554741490e-06
2.719157943036019098e-01 1.211963959388229163e-04 4.310114848922866222e-06
2.750676007908067211e-01 1.281928358305561432e-04 4.497818428646302113e-06
2.782559402207125943e-01 1.360427319547822221e-04 4.694629018400981939e-06
2.814812360507581435e-01 1.448204352993373058e-04 4.901050329071781058e-06
2.847439166467247706e-01 1.545238429193026056e-04 5.117618112286928582e-06
2.880444153396297668e-01 1.650637159144941249e-04 5.344902491541662422e-06
2.913831704832788860e-01 1.762683896006814557e-04 5.583510484848675671e-06
2.947606255124858854e-01 1.879069394230706649e-04 5.834088736445568532e-06
2.981772290019673588e-01 1.997306757695473220e-04 6.097326476855517630e-06
3.016334347259197468e-01 2.115286775855738564e-04 6.373958732556991178e-06
3.051297017182870719e-01 2.231886127731281427e-04 6.664769808694836242e-06
3.086664943337274480e-01 2.347503291255137491e-04 6.970597070683708453e-06
3.122442823092858033e-01 2.464378149143526989e-04 7.292335053245082668e-06
3.158635408267819189e-01 2.586562457877272596e-04 7.630939928413550352e-06
3.195247505759213347e-01 2.719456869037311601e-04 7.987434367383837859e-06
3.232283978181380579e-01 2.868915909770542957e-04 8.362912834788612004e-06
3.269749744511767919e-01 3.040034711771080820e-04 8.758547358145795685e-06
3.307649780744242318e-01 3.235848380579953664e-04 9.175593819846672534e-06
3.345989120549974771e-01 3.456265334612692187e-04 9.615398824231554512e-06
3.384772855945982761e-01 3.697584606193710208e-04 1.007940719808791404e-05
3.424006137971425390e-01 3.952884439027826830e-04 1.056917018938288740e-05
3.463694177371734462e-01 4.213402983363308740e-04 1.108635443629555834e-05
3.503842245290675894e-01 4.470776635865684957e-04 1.163275178674383304e-05
3.544455673970435816e-01 4.719706511619465162e-04 1.221029005771829542e-05
3.585539857459816848e-01 4.960368547960179774e-04 1.282104483396766234e-05
3.627100252330648367e-01 5.199764015642329394e-04 1.346725241707330846e-05
3.669142378402494020e-01 5.451310684252351187e-04 1.415132404886546304e-05
3.711671819475766965e-01 5.732342063352500409e-04 1.487586154765852122e-05
3.754694224073336639e-01 6.059777639116080720e-04 1.564367451212595519e-05
3.798215306190736440e-01 6.444920899558513432e-04 1.645779926603641721e-05
3.842240846055061110e-01 6.888920277074501346e-04 1.732151973780052576e-05
3.886776690892667641e-01 7.380640560437622686e-04 1.823839049213828953e-05
3.931828755705770173e-01 7.898334039856564357e-04 1.921226215751539043e-05
3.977403024058036585e-01 8.415511094846732333e-04 2.024730952270238822e-05
4.023505548869293347e-01 8.909954556714874165e-04 2.134806260932334805e-05
4.070142453219439127e-01 9.373314868398792974e-04 2.251944106507421629e-05
4.117319931161679269e-01 9.817752732591597097e-04 2.376679226496026338e-05
4.165044248545184957e-01 1.027624603041983956e-03 2.509593355604642831e-05
4.213321743847289191e-01 1.079477124618044960e-03 2.651319913552514565e-05
4.262158829015325057e-01 1.141742216789318979e-03 2.802549211314699589e-05
4.311561990318228399e-01 1.216882928802579195e-03 2.964034237807530037e-05
4.361537789208005944e-01 1.304067694460254610e-03 3.136597096793154765e-05
4.412092863191189873e-01 1.398927757114089201e-03 3.321136172519291446e-05
4.463233926710397093e-01 1.494819589362833372e-03 3.518634112424042545e-05
4.514967772036102001e-01 1.585414623879426036e-03 3.730166726234225707e-05
4.567301270168747096e-01 1.667763320566884293e-03 3.956912913082118226e-05
4.620241371751312998e-01 1.744505795395359096e-03 4.200165741969127665e-05
4.673795107992463338e-01 1.823934662485249530e-03 4.461344826117172671e-05
4.727969591600390542e-01 1.917315213888462011e-03 4.742010148551137029e-05
4.782772017727485170e-01 2.034096611752648966e-03 5.043877514698005783e-05
4.838209664925957054e-01 2.176931012657598065e-03 5.368835827867054393e-05
4.894289896114531468e-01 2.339074523516016142e-03 5.718966405107581618e-05
4.951020159556351330e-01 2.506193554160735405e-03 6.096564573926416031e-05
5.008407989848212560e-01 2.662739903449452307e-03 6.504163814316739399e-05
5.066461008921268050e-01 2.800515825079095272e-03 6.944562734894992560e-05
5.125186927053332342e-01 2.925095965857442588e-03 7.420855195721145472e-05
5.184593543892912493e-01 3.055788360218178023e-03 7.936463912187712022e-05
5.244688749495118874e-01 3.217468482749015913e-03 8.495177892172896294e-05
5.305480525369574707e-01 3.427145805607018092e-03 9.101194069579846501e-05
5.366976945540475885e-01 3.682259327564462326e-03 9.759163497399110621e-05
5.429186177618943177e-01 3.958603762806728148e-03 1.047424244698033218e-04
5.492116483887788947e-01 4.221748770804482735e-03 1.125214871971126114e-04
5.555776222398878250e-01 4.447892694603584017e-03 1.209922340256592400e-04
5.620173848083187540e-01 4.642477649665618933e-03 1.302249817636269840e-04
5.685317913873753071e-01 4.843101673209190480e-03 1.402976809705185285e-04
5.751217071841613349e-01 5.100585987400358887e-03 1.512966949237836475e-04
5.817880074344935482e-01 5.446182991647073417e-03 1.633176221844912467e-04
5.885315775191450882e-01 5.865491188332678900e-03 1.764661496439806794e-04
5.953533130814370189e-01 6.300447550533011358e-03 1.908589153015882061e-04
6.022541201461928395e-01 6.685149740690889304e-03 2.066243497324339639e-04
6.092349152400711176e-01 6.996173050993414848e-03 2.239034515530619919e-04
6.162966255132942273e-01 7.280833151117685649e-03 2.428504343840508586e-04
6.234401888627864041e-01 7.634581721826301515e-03 2.636331599912623597e-04
6.306665540567405470e-01 8.133274700465957172e-03 2.864332436470776655e-04
6.379766808606281980e-01 8.766415236572906722e-03 3.114456826798568017e-04
6.453715401646702432e-01 9.429729456020571540e-03 3.388778175483489669e-04
6.528521141127847649e-01 9.998950843448432130e-03 3.689473873849171163e-04
6.604193962330304757e-01 1.043876762291333013e-02 4.018793911618093293e-04
6.680743915695614987e-01 1.085507811473129282e-02 4.379014162680279487e-04
6.758181168161110364e-01 1.142661899997403363e-02 4.772370567399652499e-04
6.836516004510237998e-01 1.225105015124385195e-02 5.200970269077820644e-04
6.915758828738525210e-01 1.323523013240515862e-02 5.666676020081269161e-04
6.995920165435374205e-01 1.415130243377470814e-02 6.170961109828558555e-04
7.077010661181889484e-01 1.484334262291728962e-02 6.714733990705207831e-04
7.159041085964887863e-01 1.540647588708144930e-02 7.298135008598548388e-04
7.242022334607315370e-01 1.613998589093880096e-02 7.920312427350862695e-04
7.325965428215229780e-01 1.726818541181956643e-02 8.579191300727337897e-04
7.410881515641569717e-01 1.868096716105738242e-02 9.271256313725859382e-04
7.496781874966876869e-01 1.999382969857440781e-02 9.991377496671896390e-04
7.583677914997191127e-01 2.093852939711020322e-02 1.073271397497995014e-03
7.671581176779301847e-01 2.170558727150885894e-02 1.148673324981642737e-03
7.760503335133570602e-01 2.281306285642141496e-02 1.224337926573293824e-03
7.850456200204509738e-01 2.454416644815027651e-02 1.299140967877524498e-03
7.941451719029339884e-01 2.655228228325214046e-02 1.371890101422125214e-03
8.033501977124734017e-01 2.818170956881959482e-02 1.441389228596233474e-03
8.126619200091945716e-01 2.926350663290875481e-02 1.506510865719352509e-03
8.220815755240540312e-01 3.044319179024940550e-02 1.566268437633022703e-03
8.316104153230962082e-01 3.247789737343273475e-02 1.619879572914270996e-03
8.412497049736118448e-01 3.522267703790788601e-02 1.666812416068466293e-03
8.510007247122246543e-01 3.766397295786855920e-02 1.706809592059854372e-03
8.608647696149244188e-01 3.921074100982444716e-02 1.739888125580775361e-03
8.708431497690723999e-01 4.065251344379539056e-02 1.766317396627714066e-03
8.809371904473990433e-01 4.326427369814750401e-02 1.786580204290111806e-03
8.911482322840201808e-01 4.697375651197756991e-02 1.801323641811686553e-03
9.014776314524917122e-01 5.022196502713582172e-02 1.811306648160464911e-03
9.119267598459298574e-01 5.215197293470297257e-02 1.817350083338510483e-03
9.224970052592174063e-01 5.414255019194465918e-02 1.820293479279208940e-03
9.331897715733238341e-01 5.799230749695136189e-02 1.820960760163015373e-03
9.440064789417603741e-01 6.300403613044967821e-02 1.820135591911480619e-03
9.549485639791965852e-01 6.671118672690265483e-02 1.818545817005996898e-03
9.660174799522646127e-01 6.885062291353100106e-02 1.816855703112822554e-03
9.772146969725724608e-01 7.227496784121648088e-02 1.815664420885731685e-03
9.885417021919573610e-01 7.841615597506784718e-02 1.815509157480233804e-03
1.000000000000000000e+00 8.440116790624449528e-02 1.816871452239322881e-03
